"id","place","weight_lbs","grower_name","city","state_prov","country","gpc_site","seed_mother","pollinator_father","ott","est_weight","pct_chart","variety","dataset_id","weight_kg","weight_class"
"2016-P","808",719.927933731438,"Grabmayer, Manfred","Pruggern","Styria","Austria","Austrian Weigh-off","1916 Carter","Lueders",349.686851380128,NA,0,"Spirit",9,326.553817690446,"Medium"
"2017-P","814",714.366777606702,"Reischer, Lena und Melanie","Ernstbrunn","Lower Austria","Austria","Austrian Weigh-off","1714 Lueders","sibb",NA,747.257219533914,NA,"Autumn Gold",9,324.031319703887,"Medium"
"2018-P","1688",80.8908011988967,"Del Petriccio, .","Petrignano del Lago","Umbria","Italy","Campionato dello Zuccone",NA,NA,0,0,0,"Jack O'Lantern",9,36.6914502270064,"Light"
"2020-P","408",1120.93773566251,"Edinger, Christian","Wien","Vienna","Austria","Austrian Weigh-off","1527 Melka","1542 Urena",375.526950003631,1074.01888012703,1.99236592686232,"Champion",9,508.448804141594,"Heavy"
"2014-P","1686",87.0484064660622,"Seri, Remo",NA,"Other","Italy","Festa della zucca di sale",NA,NA,NA,70.0888739810738,35.049648172504,"Dill's Atlantic",9,39.4844929936645,"Light"
"2021-P","EXH",904.606452789489,"Piazza, Moreno","Calcio","Lombardy","Italy","Sfida degli Zucconi della Brianza","1686.5 Cutrupi '18","Self",338.835732489761,NA,0,"Spirit",9,410.322584838077,"Heavy"
"2019-P","EXH",607.951598318302,"Lizzi, Denis","Malonno","Lombardy","Italy","Sfida degli Zucconi della Brianza","2012 Salvagni","Self",280.639386845904,619.862149986661,8.0559688668512,"Prizewinner",9,275.762206326487,"Medium"
"2016-P","1279",368.41314353617,"Spreafico, Luca","Castelvecchio","Lazio","Italy","Campionato dello Zuccone",NA,NA,276.854016221317,436.594985828652,0,"Rouge Vif d’Etampes",9,167.109390915721,"Light"
"2014-P","872",680.211218797148,"Asta, Carmelo",NA,"Other","Italy","Pesa la Zucca! Foiano","1439 Mathison",NA,296.210275554691,553.278107015256,29.2785673114385,"Prizewinner",9,308.538618834787,"Medium"
"2013-P","1024",435.616137779226,"Castelli, Carlo",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,NA,381.672781144853,20.2269289243479,"Prizewinner",9,197.592156345526,"Medium"
"2019-P","EXH",190.903399916115,"Rosati, Loris","Garlate","Lombardy","Italy","Sfida degli Zucconi della Brianza","1257,7 Petrelli","Self",214.651742566807,200.400977249526,0,"Cinderella",9,86.5923256090082,"Light"
"2015-P","1446",338.694665013496,"Uematsu, Nobuyuki","Okayama","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Rouge Vif d’Etampes",9,153.629315809828,"Light"
"2018-P","1680",102.750802190661,"Yada, Kazuyo","Nagai","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Max",9,46.6069798850632,"Light"
"2021-P","402",1099.72495024257,"Mathias, Franz","Gols","Burgenland","Austria","Austrian Weigh-off","1230 Schieder 20",NA,372.426332610372,NA,0,"Early Giant",9,498.82684652866,"Heavy"
"2019-P","465",1104.25028439582,"Acquisto, Oriana",NA,"Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","Cutrupi 2166","Self",352.546344152387,998.820463295566,3.95330092140643,"Cinderella",9,500.879503572274,"Heavy"
"2021-P","135",1458.25558624312,"Nittnaus, Wolfgang","Haag am Hausruck","Upper Austria","Austria","Retzer Land Weigh-off",NA,"2118 Barron 19",398.559802346088,1677.73893090136,0,"Blue Hubbard",9,661.453607429758,"Heavy"
"2018-P","941",706.94426103948,"Team, Bauhof Tulln","St. Michael","Carinthia","Austria","Austrian Weigh-off","368 Joebstl","1415 Melka",0,0,0,"Cinderella",9,320.664522822796,"Medium"
"2020-P","763",706.303981552536,"Schoeffneger, Armin",NA,"Lower Austria","Austria","Austrian Weigh-off","793.7 Dorner 19",NA,351.043865313849,801.154729744718,0,"Prizewinner",9,320.374096932851,"Medium"
"2016-P","1657",17.5714764879381,"Ueno, Koji","Nagai","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Cinderella",9,7.97028766456313,"Light"
"2016-P","1644",42.5152777229274,"Schieder, Christoph","Riederberg","Lower Austria","Austria","Austrian Weigh-off",NA,NA,NA,0,0,"Rouge Vif d’Etampes",9,19.2846055835509,"Light"
"2018-P","1514",223.146865160065,"Hayashi, Kishio","Sanuki","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",9,101.217715426024,"Light"
"2018-P","1405",278.917667943,"Boschi, Valerio",NA,"Other","Italy","Festa della zucca di sale",NA,NA,223.902835127074,306.617289914774,0,"Jack O'Lantern",9,126.514926037138,"Light"
"2018-P","785",754.04803354899,"Ragosta, Giovanni","Poggiridenti","Lombardy","Italy","Pesa la Zucca! Foiano",NA,NA,330.736004945854,751.959462121883,0,"Dill's Atlantic",9,342.030434631326,"Medium"
"2013-P","382",1042.90716498919,"Gartenschau, DIE GARTEN TULLN","Pruggern","Styria","Austria","Austrian Weigh-off","934 Schieder 11","sibb",350.613830414979,994.169789180605,3.99083209932933,"Dill's Atlantic",9,473.054732657426,"Heavy"
"2018-P","EXH",604.485193138472,"Topini, Giuseppe","Montepulciano","Tuscany","Italy","Campionato dello Zuccone","1333 Garofano","Self",281.143472816316,549.498054196158,10.8718894618189,"Champion",9,274.189871385587,"Medium"
"2018-P","1098",589.691136732432,"Sartini, Valerio","Farigliano","Piedmont","Italy","Festa della zucca di sale","Mix","mix",304.459456421733,607.503758328962,NA,"Champion",9,267.479400278458,"Medium"
"2021-P","1000",424.295275811798,"Hausgarten, Team","Tulln","Lower Austria","Austria","Retzer Land Weigh-off","421.1 Team Bauhof  20","self",282.424549005834,487.909824089961,0,"Wolf",9,192.457099735277,"Medium"
"2014-P","1246",440.218279610545,"Rodler, Rita","Pruggern","Styria","Austria","Austrian Weigh-off",NA,NA,270.440841741076,478.731971697217,0,"Big Moose",9,199.67965276587,"Medium"
"2017-P","1586",20.0468333022475,"Oka, Tadaichi","Nagano","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",9,9.09309062856138,"Light"
"2018-P","1139",541.497053634801,"Schieder, Christoph",NA,"Styria","Austria","Austrian Weigh-off","1072 Klein 15","open",0,0,0,"Champion",9,245.618931906227,"Medium"
"2021-P","831",506.526918679601,"Grabmayer, Manfred","Buers","Vorarlberg","Austria","Austrian Weigh-off","Melka","Mendi",285.963917830118,615.966396206363,0,"Cinderella",9,229.756745512678,"Medium"
"2013-P","504",861.018932887451,"Nagai, Shigetoshi","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Champion",9,390.55161838329,"Heavy"
"2015-P","468",1022.55753095327,"Colzani, Enrico","Sirtori","Lombardy","Italy","Festa della zucca di sale",NA,NA,335.537935582508,976.153160595473,6.99381897724831,"Casper",9,463.824293926444,"Heavy"
"2014-P","560",969.232029698709,"Gabriele, Rosso",NA,"Other","Italy","Festa della zucca di sale","1756 lancaster","1799.5 deletas",353.539403754893,904.851196465189,4.00532447620905,"Wolf",9,439.636253430948,"Heavy"
"2017-P","818",664.927381927911,"Yato, Nobuyuki","Kuwana","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Dill's Atlantic",9,301.605987046576,"Medium"
"2016-P","1615",77.3498595612604,"Ueno, Koji",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",9,35.0853061175593,"Light"
"2014-P","959",692.800999010257,"Nittnaus, Wolfgang","Langenlois","Other","Austria","Austrian Weigh-off","934 Schieder",NA,317.057121769629,651.637896540149,3.03805749260635,"Prizewinner",9,314.24924707943,"Medium"
"2014-P","1626",139.211400838164,"Dorner, Martin",NA,"Other","Austria","Austrian Weigh-off",NA,NA,0,0,0,"Champion",9,63.1452292372027,"Light"
"2015-P","1563",248.079831411502,"Bertone, Andrea","Casarta","Other","Italy","Campionato dello Zuccone","1254 Bartoli","Open",226.910995214845,255.834928045881,0,"Blue Hubbard",9,112.527118679144,"Light"
"2019-P","970",570.46559697244,"Tulln, Team Bauhof","Gross Gerungs","Lower Austria","Austria","Austrian Weigh-off","1311.1 Mathias 17","sibb",311.741632319997,733.602905307934,0,"Wolf",9,258.758842134194,"Medium"
"2018-P","96",1704.10370858835,"Pastorelli, Bruna","Semproniano","Tuscany","Italy","Sfida degli Zucconi della Brianza","1871 Cutrupi","Self",424.852933687718,1648.13993286473,0,"Jack O'Lantern",9,772.96843990438,"Heavy"
"2019-P","936",534.517243712305,"Woeber, Franz",NA,"Lower Austria","Austria","Leiserberge Weigh-off",NA,NA,0,0,0,"Big Moose",9,242.452943381332,"Medium"
"2017-P","1029",560.482123212308,"Seri, Remo","Niella Belbo","Piedmont","Italy","Pesa la Zucca! Foiano",NA,NA,314.921641695251,600.710508030917,0,"Autumn Gold",9,254.230414610503,"Medium"
"2018-P","1750",20.9577291142506,"Hanai, Tamekazu","Izumo","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Champion",9,9.50626601875094,"Light"
"2019-P","1590",128.874499059758,"Sasaki, Toshiki","Hara","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,58.4564894610784,"Light"
"2017-P","1526",106.506491009573,"Kitahara, Kazuhiro","Tonosho","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Howden",9,48.3105316774158,"Light"
"2014-P","1040",560.979664399046,"Melka, Friedrich","Riederberg","Lower Austria","Austria","Austrian Weigh-off",NA,NA,306.043853368839,629.441364505915,0,"Atlantic Giant",9,254.456095496568,"Medium"
"2018-P","518",1047.41028933615,"Colzani, Enrico",NA,"Other","Italy","Festa della zucca di sale","ermacora","ermacora",343.180645906917,899.442381166093,15.2768284319947,"Spirit",9,475.097315502371,"Heavy"
"2016-P","1130",560.185604376263,"Team F.lli, Mori e Guagnetti","Montepulciano","Tuscany","Italy","Campionato dello Zuccone",NA,NA,301.880051569987,600.60694183449,NA,"Big Max",9,254.095915928912,"Medium"
"2018-P","1724",54.7985997685473,"Nibu, Aiko","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Autumn Gold",9,24.8562267416968,"Light"
"2013-P","1138",331.355958200257,"Ito, Yoshihiro","Shozu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Dill's Atlantic",9,150.300534393675,"Light"
"2015-P","1245",508.117236620188,"Barreca, Alessandro","Cologne","Lombardy","Italy","Festa della zucca di sale",NA,NA,NA,410.369036362512,28.4186130996384,"Autumn Gold",9,230.478101596402,"Medium"
"2018-P","832",813.693432407594,"Kobayashi, Hiroshi","Asakuchi","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",9,369.085132459195,"Heavy"
"2018-P","896",672.837991015289,"Jaglarz, Mario","Doerfles","Lower Austria","Austria","Austrian Weigh-off",NA,NA,340.649390507577,761.653899152301,0,"Prizewinner",9,305.194178970664,"Medium"
"2016-P","1187",455.389771532149,"High School No 3, Nogyokeiei","Shozu, Kagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Howden",9,206.561325743026,"Medium"
"2017-P","1016",554.397516680772,"Colzani, Enrico","Sirtori","Lombardy","Italy","Sfida degli Zucconi della Brianza","502 Turmolli","Self",301.958029263454,556.974246097833,0,"Prizewinner",9,251.470483513346,"Medium"
"2019-P","1287",308.527902292184,"Team, Jugendzentrum Berndorf","Bad Voeslau","Lower Austria","Austria","Gartenbauschule Langenlois","1080.9 Melka",NA,246.41644512382,350.857056285484,0,"Autumn Gold",9,139.94590241184,"Light"
"2019-P","1405",222.468561648958,"Milivojevic, Slavogub","Ernstbrunn","Lower Austria","Austria","Gartenbauschule Langenlois",NA,NA,219.127791219274,256.899538125138,0,"Dill's Atlantic",9,100.910042128842,"Light"
"2017-P","837",686.296839621629,"Secco, Davide","Pontedera","Tuscany","Italy","Campionato dello Zuccone","1521.2 Cutrupi","1333 Garofano",317.933316621926,732.047684578686,0,"Spirit",9,311.299010007485,"Medium"
"2019-P","572",1055.69065112107,"Brandstetter, Hannes",NA,"Upper Austria","Austria","Austrian Weigh-off","1861.8 Cutrupi",NA,381.304458023234,1044.6176139709,0,"Jack O'Lantern",9,478.853224428851,"Heavy"
"2013-P","1377",177.572492288697,"Shodoshima Junior Chamber","Kuwana, Mie","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Cinderella",9,80.5455276240368,"Light"
"2018-P","746",771.592431509737,"Miki, Susumu","Shizuoka","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Blue Hubbard",9,349.988439682564,"Medium"
"2019-P","1359",291.351333480276,"Markl, Michael","Doerfles","Lower Austria","Austria","Gartenbauschule Langenlois","Blaimschein 2017",NA,249.712315043259,NA,0,"Cinderella",9,132.154741855979,"Light"
"2018-P","646",905.298558246989,"Team, Donauland Kompost","Ernstbrunn","Lower Austria","Austria","Austrian Weigh-off","1644 Gehweiler","2252 Paton",336.51642674253,887.966870540006,0,"Jack O'Lantern",9,410.636518592835,"Heavy"
"2014-P","370",1229.48738346008,"Hammerl, Joachim","Kleinhadersdorf","Lower Austria","Austria","Austrian Weigh-off",NA,"1749 Hanschmann",390.608940145906,1145.86389819872,0,"Prizewinner",9,557.686096148757,"Heavy"
"2017-P","1542",86.3939157985279,"Fujioka, Tadashi","Ayagawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,NA,0,0,"Wolf",9,39.1876210206347,"Light"
"2013-P","294",1108.5482142588,"Watanabe, Osamu","Noda","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,NA,0,"Howden",9,502.829011764918,"Heavy"
"2019-P","835",711.546264132738,"Tanaka, Akihiko","Marugame","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Early Giant",9,322.751956312615,"Medium"
"2020-P","EXH",201.849612220841,"Aininger, Gerald","Tulln","Lower Austria","Austria","Austrian Weigh-off","Kurzreiter",NA,222.365177657674,258.312217201174,0,"Prizewinner",9,91.5574439908325,"Light"
"2015-P","1555",236.528291260833,"Sasaki, Toshiki","Shodoshima","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Spirit",9,107.287428205052,"Light"
"2015-P","1335",409.86253743879,"Chinazzo, Alfredo",NA,"Other","Italy","Pesa la Zucca! Foiano",NA,NA,272.62687793716,486.044177459923,0,"Big Moose",9,185.910519731075,"Medium"
"2018-P","195",1446.90548676989,"Puehringer, Beate","Walperbach","Lower Austria","Austria","Austrian Weigh-off","1944 Conolly 18","1810 Werner 16",396.08936633076,1448.91911817639,0,"Big Moose",9,656.305288909959,"Heavy"
"2018-P","351",1200.36575097347,"Team Toellergasse",NA,"Lower Austria","Austria","Austrian Weigh-off","2269 Paton","2145 McMullen",402.708754194903,1478.60122812463,0,"Casper",9,544.476745850888,"Heavy"
"2020-P","850",593.010879960478,"Dorner, Martin","Buers","Vorarlberg","Austria","Austrian Weigh-off","685 Assam","self",283.983235651413,585.381148480459,2.00549390641141,"Rouge Vif d’Etampes",9,268.985210477059,"Medium"
"2016-P","1054",568.854855241109,"Gartenschau, DIE GARTEN TULLN","Baerndorf","Lower Austria","Austria","Austrian Weigh-off","1312 Ford Butler",NA,NA,609.698449194459,NA,"Autumn Gold",9,258.028221974822,"Medium"
"2018-P","1304",362.676159886275,"Tada, Tamon","Sayo","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Prizewinner",9,164.507138905315,"Light"
"2016-P","1134",555.159284140282,"Iguchi, Hidetosho","Kuwana, Mie","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Atlantic Giant",9,251.816015420694,"Medium"
"2018-P","1514",233.036142344492,"Grouphome, Ainosato",NA,"Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Jack O'Lantern",9,105.703416101695,"Light"
"2018-P","1405",296.457264758704,"Menicucci, Alfredo",NA,"Other","Italy","Festa della zucca di sale",NA,NA,247.401320507223,296.813924085511,0,"Spirit",9,134.470753325618,"Light"
"2016-P","1279",401.895631843005,"Rainer, Michael","Doerfles","Lower Austria","Austria","Austrian Weigh-off","Garofano Vuolo 15",NA,0,0,0,"Autumn Gold",9,182.296792140316,"Medium"
"2014-P","929",669.049037367877,"Mizutani, Kentaro","Shimoniikawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Prizewinner",9,303.475538505914,"Medium"
"2018-P","1259",425.674013003367,"Giampa, Vincenzo","Terricciola","Tuscany","Italy","Campionato dello Zuccone","563 Garofano","Open",304.652419225636,588.614663598305,NA,"Casper",9,193.082484405608,"Medium"
"2017-P","EXH",351.549736169079,"Bertolaso, Jacopo","Malonno","Lombardy","Italy","Sfida degli Zucconi della Brianza","821.2 Petrelli","Open",243.911441347596,328.353352425171,5.01748136328309,"Spirit",9,159.460278001807,"Light"
"2018-P","1742",34.0188840119278,"Takiguchi, Koichirou","Kamogawa","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Connecticut Field",9,15.4307062237255,"Light"
"2016-P","DMG",1439.86632018985,"Ragosta, Giovanni","Umbertide","Umbria","Italy","Pesa la Zucca! Foiano",NA,NA,362.241731097475,1203.01180304085,15.9104518744715,"Rouge Vif d’Etampes",9,653.112376658092,"Heavy"
"2016-P","DMG",996.514681409992,"Joebstl, Horst","Wien","Vienna","Austria","Austrian Weigh-off","1840 Ghaye",NA,NA,1045.94348839901,0,"Cinderella",9,452.011456080553,"Heavy"
"2021-P","1014",405.181003308709,"Aininger, Marco","Waidhofen/Thaya","Lower Austria","Austria","Austrian Weigh-off","888.5 Markl","self",277.047972696943,437.597298539818,0,"Cinderella",9,183.787011569775,"Medium"
"2017-P","879",698.975772841079,"Markl, Michael",NA,"Lower Austria","Austria","Austrian Weigh-off",NA,"1395 Lueders",331.178888388821,865.536512583179,0,"Wolf",9,317.050077375566,"Medium"
"2017-P","752",773.49440877932,"Miki, Yoshie","Chosei","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,NA,"Casper",9,350.85116205996,"Medium"
"2017-P","EXH",445.233433842636,"Petrelli, Team","Pontedera","Tuscany","Italy","Campionato dello Zuccone",NA,NA,284.480657355876,473.805140491995,0,"Spirit",9,201.954488459919,"Medium"
"2016-P","771",812.785651132637,"gregorio, tinteri","Merate","Lombardy","Italy","Campionato dello Zuccone","1866 Cutrupi","self",334.095254128562,926.976124030181,0,"Early Giant",9,368.673369799246,"Heavy"
"2020-P","1380",38.6236217217619,"Yada, Kazuyo","Takamatsu","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Autumn Gold",9,17.5193801147575,"Light"
"2015-P","583",1011.57664490063,"Klein, Martin","St. Oswald","Other","Austria","Austrian Weigh-off","1751 Lovse 14",NA,364.883518159682,1006.68646409547,0,"Connecticut Field",9,458.843447797125,"Heavy"
"2017-P","1098",481.77675448083,"Priglhofer, Wolfgang","Langenlois","Lower Austria","Austria","OO Landesgartenschau 2017 Kremsmunster","2095 Willemijns","1726 Cutrupi",0,0,0,"Spirit",9,218.530259875868,"Medium"
"2015-P","1194",575.191772390401,"Galien, Simone","Calcio","Other","Italy","Pesa la Zucca! Foiano",NA,NA,281.7303767775,536.209815919301,2.10427935500741,"Connecticut Field",9,260.902599243063,"Medium"
"2019-P","1419",226.688824235101,"., Francesco","Inverigo","Lombardy","Italy","Sfida Nazionale della Zucca - Club Maspiano","Salvagni 2017","Open",215.974988730603,211.890709779377,7.01437889631821,"Big Max",9,102.824321037313,"Light"
"2016-P","EXH",648.363559568273,"Klein, Martin","Wels","Lower Austria","Austria","Austrian Weigh-off",NA,"1985 Miller",315.346010750196,744.107300801249,0,"Rouge Vif d’Etampes",9,294.092763606209,"Medium"
"2018-P","1514",228.021547623953,"LTD, SANKO KOGYO CO","Kanonji","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,NA,NA,0,"Spirit",9,103.428834197817,"Light"
"2020-P","1180",226.466093429823,"Iguchi, Hidetoshi","Katsura","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",9,102.723292043475,"Light"
"2016-P","1253",410.920482789137,"Kitahara, Yuji","Kamokawa, Chiba","Other","Japan","Nippon Ichi Dodekabocha Taikai",NA,NA,0,0,0,"Big Moose",9,186.390395669869,"Medium"
"2019-P","1018",505.74428393308,"Hoefler, Norbert","Riederberg","Lower Austria","Austria","Austrian Weigh-off","Matthias 18",NA,282.608393446645,553.849230733236,0,"Big Max",9,229.401748363158,"Medium"
"2017-P","1441",209.060175189037,"Kittenberger, Christian und Dominik",NA,"Lower Austria","Austria","Austrian Weigh-off","1714 Lueders 15",NA,0,0,0,"Dill's Atlantic",9,94.8281003366106,"Light"
